اسم الشركة,نوع الشركة,القطاع,رقم السجل التجاري,العنوان,المدينة,المنطقة,رقم الهاتف,البريد الإلكتروني,خط العرض,خط الطول,رقم الفاتورة,تاريخ الفاتورة,تاريخ الاستحقاق,نوع الفاتورة,المبلغ (ر.ق),الضريبة (5%),المبلغ الإجمالي (ر.ق),حالة الدفع,طريقة الدفع,تقييم مخاطر الفاتورة,فجوة الإيرادات/الضريبة المحتملة (ر.ق)
Irwin Inc,ذ.م.م,الصناعة,4078334,"632 Stephanie Valleys Suite 207
Marktown, GA 39849",الخور,المنطقة 68,819.752.9286,dwise@example.net,25.217017,51.503932,INV-1662,2024-06-06,2025-05-28,فاتورة رسوم حكومية,21305.36,1065.27,22370.63,متأخرة,تحويل بنكي,مرتفع,1065.27
Irwin Inc,ذ.م.م,الصناعة,4078334,"632 Stephanie Valleys Suite 207
Marktown, GA 39849",الخور,المنطقة 68,819.752.9286,dwise@example.net,25.217017,51.503932,INV-1663,2024-05-25,2025-06-17,فاتورة اشتراك سنوي,14504.89,725.24,15230.13,متأخرة,بطاقة,مرتفع,725.24
Irwin Inc,ذ.م.م,الصناعة,4078334,"632 Stephanie Valleys Suite 207
Marktown, GA 39849",الخور,المنطقة 68,819.752.9286,dwise@example.net,25.217017,51.503932,INV-1664,2025-02-08,2025-05-25,فاتورة كهرباء,16762.98,838.15,17601.13,مدفوعة,شيك,منخفض,0.0
"Davis, Lawson and Davis",مساهمة,الخدمات,13968702,"6873 Thomas Junction Suite 152
Dianeview, WA 13472",الخور,المنطقة 36,2583762855,eric68@example.net,24.575625,51.160493,INV-1665,2024-06-07,2025-05-13,فاتورة صيانة,26318.13,1315.91,27634.04,متأخرة,تحويل بنكي,مرتفع,1315.91
"Davis, Lawson and Davis",مساهمة,الخدمات,13968702,"6873 Thomas Junction Suite 152
Dianeview, WA 13472",الخور,المنطقة 36,2583762855,eric68@example.net,24.575625,51.160493,INV-1666,2024-11-26,2025-05-09,فاتورة تصميم,18689.19,934.46,19623.65,مدفوعة,شيك,منخفض,0.0
"Davis, Lawson and Davis",مساهمة,الخدمات,13968702,"6873 Thomas Junction Suite 152
Dianeview, WA 13472",الخور,المنطقة 36,2583762855,eric68@example.net,24.575625,51.160493,INV-1667,2024-05-28,2025-06-13,فاتورة تدريب,32678.07,1633.9,34311.97,غير مدفوعة,شيك,متوسط,1633.9
"Davis, Lawson and Davis",مساهمة,الخدمات,13968702,"6873 Thomas Junction Suite 152
Dianeview, WA 13472",الخور,المنطقة 36,2583762855,eric68@example.net,24.575625,51.160493,INV-1668,2025-03-05,2025-06-15,فاتورة اشتراك سنوي,31597.9,1579.9,33177.8,غير مدفوعة,نقداً,متوسط,1579.9
Wiley-Anthony,ذ.م.م,الصناعة,32941298,"89216 Eric View
West Markport, AZ 72330",أم صلال,المنطقة 23,624.963.7026x065,rwatkins@example.com,24.931759,51.521805,INV-1669,2024-06-14,2025-07-06,فاتورة تدريب,31473.62,1573.68,33047.3,مدفوعة,نقداً,منخفض,0.0
Wiley-Anthony,ذ.م.م,الصناعة,32941298,"89216 Eric View
West Markport, AZ 72330",أم صلال,المنطقة 23,624.963.7026x065,rwatkins@example.com,24.931759,51.521805,INV-1670,2025-05-07,2025-06-15,فاتورة صيانة,13523.5,676.18,14199.68,متأخرة,بطاقة,مرتفع,676.18
Wiley-Anthony,ذ.م.م,الصناعة,32941298,"89216 Eric View
West Markport, AZ 72330",أم صلال,المنطقة 23,624.963.7026x065,rwatkins@example.com,24.931759,51.521805,INV-1671,2024-05-11,2025-06-25,فاتورة تدريب,11483.62,574.18,12057.8,مدفوعة,بطاقة,منخفض,0.0
Wiley-Anthony,ذ.م.م,الصناعة,32941298,"89216 Eric View
West Markport, AZ 72330",أم صلال,المنطقة 23,624.963.7026x065,rwatkins@example.com,24.931759,51.521805,INV-1672,2025-04-28,2025-07-01,فاتورة مياه,37182.07,1859.1,39041.17,مدفوعة,تحويل بنكي,منخفض,0.0
"Compton, Richardson and Smith",مساهمة,المقاولات,81127444,"0206 Emily Divide Suite 350
Josephside, PR 90805",أم صلال,المنطقة 36,511-304-5892,dustin45@example.com,24.563921,51.160497,INV-1673,2025-01-31,2025-05-30,فاتورة مياه,11477.22,573.86,12051.08,غير مدفوعة,تحويل بنكي,متوسط,573.86
"Compton, Richardson and Smith",مساهمة,المقاولات,81127444,"0206 Emily Divide Suite 350
Josephside, PR 90805",أم صلال,المنطقة 36,511-304-5892,dustin45@example.com,24.563921,51.160497,INV-1674,2025-05-04,2025-06-26,فاتورة شحن,20262.5,1013.12,21275.62,متأخرة,نقداً,مرتفع,1013.12
"Compton, Richardson and Smith",مساهمة,المقاولات,81127444,"0206 Emily Divide Suite 350
Josephside, PR 90805",أم صلال,المنطقة 36,511-304-5892,dustin45@example.com,24.563921,51.160497,INV-1675,2024-08-24,2025-05-11,فاتورة ضريبة,40399.47,2019.97,42419.44,متأخرة,بطاقة,مرتفع,2019.97
"Compton, Richardson and Smith",مساهمة,المقاولات,81127444,"0206 Emily Divide Suite 350
Josephside, PR 90805",أم صلال,المنطقة 36,511-304-5892,dustin45@example.com,24.563921,51.160497,INV-1676,2025-03-17,2025-06-19,فاتورة خدمات,2916.7,145.84,3062.54,غير مدفوعة,تحويل بنكي,متوسط,145.84
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1677,2024-06-22,2025-06-13,فاتورة مشتريات,34780.74,1739.04,36519.78,متأخرة,شيك,مرتفع,1739.04
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1678,2025-03-30,2025-06-13,فاتورة تأجير,17297.87,864.89,18162.76,مدفوعة,تحويل بنكي,منخفض,0.0
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1679,2025-01-18,2025-05-20,فاتورة رسوم حكومية,34154.59,1707.73,35862.32,مدفوعة,شيك,منخفض,0.0
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1680,2024-07-16,2025-05-10,فاتورة صيانة,12486.57,624.33,13110.9,مدفوعة,بطاقة,منخفض,0.0
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1681,2025-04-02,2025-06-03,فاتورة خدمات,11241.66,562.08,11803.74,مدفوعة,تحويل بنكي,منخفض,0.0
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1682,2024-08-11,2025-05-30,فاتورة تسويق رقمي,5896.28,294.81,6191.09,مدفوعة,تحويل بنكي,منخفض,0.0
"Smith, Henry and Norris",ذ.م.م,المقاولات,95840803,"734 Lawrence Islands Suite 965
Bellburgh, IA 83426",الخور,المنطقة 23,(617)780-6066x1918,gavin28@example.com,24.904903,51.179222,INV-1683,2024-07-20,2025-05-25,فاتورة اشتراك سنوي,29651.98,1482.6,31134.58,مدفوعة,بطاقة,منخفض,0.0
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1684,2024-06-28,2025-06-09,فاتورة تدريب,21558.25,1077.91,22636.16,غير مدفوعة,تحويل بنكي,متوسط,1077.91
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1685,2024-08-23,2025-05-12,فاتورة استشارة,16254.83,812.74,17067.57,مدفوعة,بطاقة,منخفض,0.0
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1686,2024-11-08,2025-05-16,فاتورة اتصالات,26429.18,1321.46,27750.64,غير مدفوعة,تحويل بنكي,متوسط,1321.46
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1687,2025-02-26,2025-06-01,فاتورة تسويق رقمي,23482.8,1174.14,24656.94,متأخرة,شيك,مرتفع,1174.14
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1688,2025-04-18,2025-06-28,فاتورة مياه,27233.77,1361.69,28595.46,متأخرة,تحويل بنكي,مرتفع,1361.69
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1689,2024-12-16,2025-06-05,فاتورة تطوير ويب,4675.97,233.8,4909.77,مدفوعة,شيك,منخفض,0.0
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1690,2024-12-28,2025-06-08,فاتورة صيانة,35106.99,1755.35,36862.34,غير مدفوعة,شيك,متوسط,1755.35
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1691,2025-04-09,2025-07-02,فاتورة تطوير ويب,21441.85,1072.09,22513.94,مدفوعة,تحويل بنكي,منخفض,0.0
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1692,2024-08-12,2025-06-19,فاتورة تدريب,22079.76,1103.99,23183.75,متأخرة,بطاقة,مرتفع,1103.99
"Chang, Ruiz and Hall",شركة تضامنية,المقاولات,1370551,"9875 William Orchard
West Johnside, AZ 70671",أم صلال,المنطقة 23,(294)813-1813x4330,morrowelizabeth@example.com,24.79847,51.132754,INV-1693,2025-04-17,2025-06-26,فاتورة تطوير ويب,44268.9,2213.45,46482.35,غير مدفوعة,نقداً,متوسط,2213.45
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1694,2024-05-12,2025-07-01,فاتورة رسوم حكومية,18808.08,940.4,19748.48,غير مدفوعة,تحويل بنكي,متوسط,940.4
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1695,2024-08-20,2025-05-17,فاتورة مبيعات,7816.9,390.85,8207.75,غير مدفوعة,شيك,متوسط,390.85
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1696,2024-06-27,2025-06-29,فاتورة تدريب,28989.9,1449.5,30439.4,متأخرة,بطاقة,مرتفع,1449.5
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1697,2025-03-04,2025-05-22,فاتورة اشتراك سنوي,37432.49,1871.62,39304.11,متأخرة,نقداً,مرتفع,1871.62
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1698,2024-08-16,2025-06-29,فاتورة شحن,26755.46,1337.77,28093.23,مدفوعة,شيك,منخفض,0.0
Brown PLC,فردية,النقل,60242166,"159 Larry Estates Apt. 827
Hernandezville, DE 71403",الوكرة,المنطقة 36,317-887-8854x8762,jonathanhamilton@example.net,25.006782,51.473934,INV-1699,2025-05-03,2025-05-19,فاتورة تصميم,38419.76,1920.99,40340.75,مدفوعة,شيك,منخفض,0.0
"Delgado, Reyes and Ramsey",فردية,التجارة,51263398,"62452 Bryan Vista Suite 876
Johnton, KS 70624",الخور,المنطقة 23,(468)615-7314,hollandpamela@example.com,24.87278,50.871778,INV-1700,2024-06-19,2025-06-12,فاتورة تسويق رقمي,35608.88,1780.44,37389.32,مدفوعة,بطاقة,منخفض,0.0
"Delgado, Reyes and Ramsey",فردية,التجارة,51263398,"62452 Bryan Vista Suite 876
Johnton, KS 70624",الخور,المنطقة 23,(468)615-7314,hollandpamela@example.com,24.87278,50.871778,INV-1701,2024-06-21,2025-06-19,فاتورة برمجيات,39576.27,1978.81,41555.08,غير مدفوعة,شيك,متوسط,1978.81
"Delgado, Reyes and Ramsey",فردية,التجارة,51263398,"62452 Bryan Vista Suite 876
Johnton, KS 70624",الخور,المنطقة 23,(468)615-7314,hollandpamela@example.com,24.87278,50.871778,INV-1702,2025-02-21,2025-06-14,فاتورة اتصالات,18482.75,924.14,19406.89,متأخرة,تحويل بنكي,مرتفع,924.14
Hood LLC,فردية,المقاولات,75005980,"8512 Angela Centers Suite 971
North Williamborough, VA 84530",الخور,المنطقة 23,358.418.7893x487,cheryldavis@example.net,24.68854,51.574062,INV-1703,2024-06-03,2025-07-01,فاتورة تطوير ويب,20338.34,1016.92,21355.26,غير مدفوعة,نقداً,متوسط,1016.92
Hood LLC,فردية,المقاولات,75005980,"8512 Angela Centers Suite 971
North Williamborough, VA 84530",الخور,المنطقة 23,358.418.7893x487,cheryldavis@example.net,24.68854,51.574062,INV-1704,2024-11-27,2025-05-16,فاتورة استشارة,9805.52,490.28,10295.8,متأخرة,نقداً,مرتفع,490.28
Roberts Ltd,مساهمة,المقاولات,23222527,"562 Jennifer Flats Suite 080
East Susanberg, CO 47011",الريان,المنطقة 36,747-827-5990x7438,xgreene@example.org,24.79489,51.370195,INV-1705,2024-11-25,2025-07-06,فاتورة برمجيات,26188.4,1309.42,27497.82,متأخرة,شيك,مرتفع,1309.42
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1706,2024-06-24,2025-07-02,فاتورة ضريبة,22749.6,1137.48,23887.08,غير مدفوعة,نقداً,متوسط,1137.48
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1707,2025-03-03,2025-06-18,فاتورة تسويق رقمي,34799.74,1739.99,36539.73,متأخرة,تحويل بنكي,مرتفع,1739.99
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1708,2024-08-03,2025-06-19,فاتورة أجور,8896.71,444.84,9341.55,مدفوعة,تحويل بنكي,منخفض,0.0
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1709,2024-09-06,2025-05-09,فاتورة مبيعات,47347.71,2367.39,49715.1,مدفوعة,شيك,منخفض,0.0
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1710,2024-05-30,2025-07-06,فاتورة تصميم,35098.55,1754.93,36853.48,متأخرة,شيك,مرتفع,1754.93
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1711,2024-06-18,2025-06-18,فاتورة أجور,19109.14,955.46,20064.6,مدفوعة,بطاقة,منخفض,0.0
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1712,2024-11-15,2025-05-15,فاتورة تصميم,14263.26,713.16,14976.42,متأخرة,شيك,مرتفع,713.16
"Miles, Roberts and Scott",فردية,النقل,40013500,"329 Katherine Spring
Laurachester, VI 65818",الخور,المنطقة 91,(902)414-1710x92295,jbaker@example.org,24.906119,51.127797,INV-1713,2024-05-26,2025-06-12,فاتورة اشتراك سنوي,40352.85,2017.64,42370.49,غير مدفوعة,تحويل بنكي,متوسط,2017.64
Larson-Love,شركة تضامنية,الخدمات,46218112,"PSC 3496, Box 0022
APO AP 49874",الريان,المنطقة 23,424.738.4262x05633,wesleyking@example.com,25.079798,51.518677,INV-1714,2025-02-13,2025-06-29,فاتورة كهرباء,10284.83,514.24,10799.07,متأخرة,نقداً,مرتفع,514.24
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1715,2025-01-29,2025-06-20,فاتورة أجور,6033.75,301.69,6335.44,غير مدفوعة,شيك,متوسط,301.69
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1716,2024-08-14,2025-06-01,فاتورة اتصالات,33892.81,1694.64,35587.45,مدفوعة,تحويل بنكي,منخفض,0.0
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1717,2025-01-03,2025-07-06,فاتورة ضريبة,1382.59,69.13,1451.72,غير مدفوعة,شيك,متوسط,69.13
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1718,2025-01-31,2025-07-03,فاتورة شحن,37091.8,1854.59,38946.39,متأخرة,نقداً,مرتفع,1854.59
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1719,2024-09-21,2025-07-02,فاتورة استشارة,43512.45,2175.62,45688.07,مدفوعة,تحويل بنكي,منخفض,0.0
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1720,2024-07-02,2025-06-25,فاتورة صيانة,6721.67,336.08,7057.75,متأخرة,بطاقة,مرتفع,336.08
Hudson and Sons,ذ.م.م,الخدمات,93058032,"235 Julie Cove
West Jeremiah, ID 06068",الظعاين,المنطقة 36,(305)249-1387x0164,jspence@example.com,25.138739,50.870979,INV-1721,2024-10-02,2025-05-09,فاتورة كهرباء,40661.37,2033.07,42694.44,مدفوعة,تحويل بنكي,منخفض,0.0
"Jackson, Evans and Nielsen",فردية,التجارة,36513238,"05413 Robert Circles
Lake Melissa, OR 05797",الظعاين,المنطقة 75,001-365-935-3021x32263,srojas@example.com,25.169159,50.965995,INV-1722,2024-10-17,2025-06-07,فاتورة مشتريات,34641.27,1732.06,36373.33,مدفوعة,نقداً,منخفض,0.0
"Jackson, Evans and Nielsen",فردية,التجارة,36513238,"05413 Robert Circles
Lake Melissa, OR 05797",الظعاين,المنطقة 75,001-365-935-3021x32263,srojas@example.com,25.169159,50.965995,INV-1723,2025-03-17,2025-05-23,فاتورة تطوير ويب,4225.51,211.28,4436.79,غير مدفوعة,نقداً,متوسط,211.28
"Jackson, Evans and Nielsen",فردية,التجارة,36513238,"05413 Robert Circles
Lake Melissa, OR 05797",الظعاين,المنطقة 75,001-365-935-3021x32263,srojas@example.com,25.169159,50.965995,INV-1724,2024-08-21,2025-05-12,فاتورة ضريبة,2222.32,111.12,2333.44,متأخرة,بطاقة,مرتفع,111.12
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1725,2024-08-10,2025-06-22,فاتورة برمجيات,40596.04,2029.8,42625.84,مدفوعة,نقداً,منخفض,0.0
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1726,2024-12-06,2025-06-29,فاتورة رسوم حكومية,44212.82,2210.64,46423.46,متأخرة,بطاقة,مرتفع,2210.64
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1727,2024-11-07,2025-06-06,فاتورة تطوير ويب,25828.53,1291.43,27119.96,متأخرة,نقداً,مرتفع,1291.43
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1728,2024-10-09,2025-05-15,فاتورة شحن,7498.94,374.95,7873.89,مدفوعة,بطاقة,منخفض,0.0
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1729,2025-01-07,2025-06-09,فاتورة خدمات,7819.62,390.98,8210.6,غير مدفوعة,نقداً,متوسط,390.98
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1730,2024-05-22,2025-05-23,فاتورة تأجير,10411.75,520.59,10932.34,متأخرة,تحويل بنكي,مرتفع,520.59
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1731,2024-07-05,2025-06-29,فاتورة أجور,12731.25,636.56,13367.81,متأخرة,شيك,مرتفع,636.56
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1732,2024-09-11,2025-06-08,فاتورة تدريب,36452.73,1822.64,38275.37,مدفوعة,شيك,منخفض,0.0
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1733,2025-01-03,2025-06-01,فاتورة تسويق رقمي,9467.37,473.37,9940.74,متأخرة,شيك,مرتفع,473.37
Adams Ltd,ذ.م.م,التجارة,32928713,"29307 Holt Tunnel Suite 901
Port Kimberly, NY 77278",الريان,المنطقة 36,759-712-7005,reevesangela@example.org,24.906981,51.589453,INV-1734,2025-02-19,2025-07-02,فاتورة تأجير,5874.37,293.72,6168.09,مدفوعة,تحويل بنكي,منخفض,0.0
Wagner Group,فردية,الصناعة,79481304,"0681 Daniel Lake
East Lori, AK 63827",الظعاين,المنطقة 75,384.300.3439x529,ianowens@example.org,25.215987,50.700488,INV-1735,2024-11-30,2025-05-13,فاتورة أجور,24107.46,1205.37,25312.83,مدفوعة,تحويل بنكي,منخفض,0.0
Wagner Group,فردية,الصناعة,79481304,"0681 Daniel Lake
East Lori, AK 63827",الظعاين,المنطقة 75,384.300.3439x529,ianowens@example.org,25.215987,50.700488,INV-1736,2024-10-17,2025-06-11,فاتورة خدمات,24058.61,1202.93,25261.54,مدفوعة,بطاقة,منخفض,0.0
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1737,2024-09-30,2025-05-30,فاتورة خدمات,21255.77,1062.79,22318.56,مدفوعة,بطاقة,منخفض,0.0
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1738,2024-07-07,2025-05-16,فاتورة تدريب,13983.28,699.16,14682.44,غير مدفوعة,بطاقة,متوسط,699.16
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1739,2025-02-10,2025-05-17,فاتورة كهرباء,4764.33,238.22,5002.55,مدفوعة,نقداً,منخفض,0.0
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1740,2024-12-13,2025-05-23,فاتورة رسوم حكومية,44933.29,2246.66,47179.95,غير مدفوعة,بطاقة,متوسط,2246.66
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1741,2025-03-10,2025-06-01,فاتورة برمجيات,21962.98,1098.15,23061.13,مدفوعة,شيك,منخفض,0.0
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1742,2024-06-24,2025-06-30,فاتورة كهرباء,4708.68,235.43,4944.11,متأخرة,شيك,مرتفع,235.43
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1743,2024-08-29,2025-05-08,فاتورة استشارة,11547.64,577.38,12125.02,غير مدفوعة,شيك,متوسط,577.38
Joseph-Santos,ذ.م.م,التجارة,62617310,"44315 Hodge Row
Scottfurt, IA 80325",أم صلال,المنطقة 23,872-726-2768x30081,kevin89@example.net,25.067869,51.785988,INV-1744,2025-03-29,2025-06-05,فاتورة برمجيات,17201.54,860.08,18061.62,مدفوعة,شيك,منخفض,0.0
